group1	group2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci
d12_1015_1	dn7_982_3	28	0.72172	0.150785	0.930121	0.926916	0.933327
d12_1015_2	dn7_982_3	29	0.654869	0.136122	0.800457	0.792343	0.80857
d12_1015_3	dn7_982_3	37	0.611237	0.142979	0.806272	0.798533	0.81401
d12_1015_4	dn7_982_3	11	0.945821	0.081341	0.989684	0.988785	0.990582
d12_1015_5	dn7_982_3	25	0.751792	0.122927	0.936566	0.933712	0.93942
d12_972_1	dn7_982_3	7	0.966792	-0.052008	0.949292	0.945313	0.953271
d12_972_2	dn7_982_3	5	0.969041	-0.034913	0.94866	0.944628	0.952692
d12_972_3	dn7_982_3	12	0.968032	-0.051719	0.947854	0.943755	0.951953
d15_972_1	dn7_982_3	6	0.970786	-0.070936	0.981336	0.979835	0.982837
d15_972_2	dn7_982_3	8	0.966588	-0.06636	0.973003	0.970838	0.975168
d15_972_3	dn7_982_3	13	0.968373	0.002853	0.976586	0.974703	0.978469
d16_1006_1	dn7_982_3	19	0.970369	0.117442	0.969404	0.966974	0.971834
d16_1006_2	dn7_982_3	12	0.965528	0.067491	0.974634	0.97257	0.976699
d16_1006_4	dn7_982_3	17	0.963404	0.11221	0.944931	0.940592	0.94927
d16_1006_5	dn7_982_3	20	0.964147	0.075607	0.981955	0.980474	0.983435
d16_1007_1	dn7_982_3	88	0.312035	0.358792	0.162001	0.148207	0.175796
d16_1007_3	dn7_982_3	85	0.319606	0.286162	0.163449	0.152041	0.174856
d16_1007_5	dn7_982_3	77	0.435912	0.287241	0.353888	0.336993	0.370783
d16_1008_1	dn7_982_3	45	0.529739	0.216229	0.476583	0.460497	0.492669
d16_1008_2	dn7_982_3	46	0.654956	0.209782	0.69236	0.681562	0.703158
d16_1008_3_cecal	dn7_982_3	62	0.567277	0.182213	0.611482	0.598263	0.624701
d16_1008_4	dn7_982_3	36	0.584362	0.143373	0.588097	0.573127	0.603068
d16_1008_5	dn7_982_3	45	0.626344	0.197239	0.561362	0.54598	0.576745
d16_1009_1	dn7_982_3	68	0.563712	0.284434	0.538675	0.52201	0.55534
d16_1009_2	dn7_982_3	44	0.552977	0.235812	0.534506	0.516472	0.552539
d16_1009_4	dn7_982_3	51	0.543918	0.23405	0.522971	0.505616	0.540327
d16_1009_5	dn7_982_3	29	0.560116	0.14269	0.522664	0.505611	0.539717
d16_1010_3	dn7_982_3	74	0.492075	0.376144	0.413111	0.394455	0.431766
d16_1010_4	dn7_982_3	91	0.461112	0.346824	0.472183	0.454555	0.48981
d16_1010_5	dn7_982_3	85	0.389276	0.362075	0.335952	0.319293	0.352611
d16_1015_1	dn7_982_3	80	0.423309	0.33849	0.360041	0.343567	0.376514
d16_1015_3	dn7_982_3	50	0.554297	0.192961	0.538593	0.521887	0.555298
d16_1015_4	dn7_982_3	77	0.502101	0.265084	0.48463	0.470033	0.499226
d16_1015_5	dn7_982_3	85	0.487254	0.245348	0.334912	0.317647	0.352177
d16_972_1_colon	dn7_982_3	7	0.973592	-0.060276	0.96508	0.962316	0.967845
d16_972_3_colon	dn7_982_3	9	0.971175	-0.027993	0.958621	0.955351	0.961891
d19_1006_1	dn7_982_3	17	0.963154	0.11626	0.990849	0.989998	0.9917
d19_1006_2	dn7_982_3	15	0.959664	0.109751	0.99241	0.991682	0.993138
d19_1006_3	dn7_982_3	19	0.95521	0.121902	0.985287	0.984008	0.986567
d19_1006_4	dn7_982_3	13	0.951885	0.072421	0.946159	0.941869	0.950449
d19_1006_5	dn7_982_3	33	0.961123	0.160519	0.983713	0.982379	0.985047
d19_1007_1	dn7_982_3	117	0.409523	0.378386	0.211963	0.199983	0.223944
d19_1007_2	dn7_982_3	89	0.338939	0.378907	0.19231	0.1809	0.20372
d19_1007_3	dn7_982_3	82	0.354635	0.312338	0.199622	0.189063	0.210182
d19_1007_5	dn7_982_3	118	0.431007	0.267746	0.270089	0.255968	0.28421
d19_1008_1	dn7_982_3	109	0.361182	0.344931	0.207453	0.193533	0.221374
d19_1008_2	dn7_982_3	94	0.332364	0.302652	0.200643	0.184689	0.216598
d19_1008_3	dn7_982_3	110	0.42061	0.254727	0.233695	0.221707	0.245683
d19_1008_4	dn7_982_3	103	0.349257	0.294561	0.182988	0.171865	0.19411
d19_1009_1	dn7_982_3	72	0.552923	0.338825	0.40763	0.392269	0.42299
d19_1009_2	dn7_982_3	87	0.437711	0.329869	0.326278	0.309508	0.343049
d19_1009_4	dn7_982_3	122	0.518484	0.238521	0.187968	0.175007	0.200929
d19_1009_5	dn7_982_3	105	0.601065	0.24968	0.36193	0.350141	0.37372
d19_1010_3	dn7_982_3	102	0.3363	0.321727	0.199701	0.184045	0.215357
d19_1010_4	dn7_982_3	82	0.489704	0.384822	0.508015	0.493218	0.522812
d19_1010_5	dn7_982_3	100	0.522337	0.250937	0.254051	0.241623	0.266479
d19_1015_1	dn7_982_3	94	0.287116	0.348691	0.134745	0.124932	0.144558
d19_1015_3	dn7_982_3	91	0.453239	0.141387	0.219702	0.205848	0.233556
d19_1015_4	dn7_982_3	113	0.385163	0.288924	0.169052	0.157322	0.180782
d19_1015_5	dn7_982_3	95	0.453987	0.252129	0.350599	0.337999	0.363199
d1_1006_1	dn7_982_3	10	0.970036	-0.051636	0.946639	0.942435	0.950843
d1_1006_2	dn7_982_3	9	0.966179	-0.021813	0.944265	0.939856	0.948674
d1_1006_3	dn7_982_3	6	0.964574	-0.009936	0.943881	0.939443	0.948319
d1_1007_1	dn7_982_3	10	0.967978	-0.034239	0.943618	0.939155	0.94808
d1_1007_2	dn7_982_3	7	0.966418	-0.052318	0.943455	0.938982	0.947929
d1_1007_3	dn7_982_3	7	0.969455	-0.011223	0.945009	0.94066	0.949357
d1_1008_1	dn7_982_3	11	0.966359	-0.003395	0.946954	0.942777	0.95113
d1_1008_2	dn7_982_3	9	0.969121	-0.020464	0.946466	0.942248	0.950684
d1_1008_3	dn7_982_3	7	0.968452	-0.038889	0.943632	0.939175	0.94809
d1_1009_1	dn7_982_3	8	0.963502	-0.018232	0.951949	0.948162	0.955736
d1_1009_2	dn7_982_3	7	0.968576	-0.010819	0.950803	0.946947	0.954659
d1_1009_3	dn7_982_3	9	0.960144	0.019522	0.947693	0.943578	0.951808
d1_1010_1	dn7_982_3	11	0.96921	0.018824	0.954354	0.950756	0.957952
d1_1010_2	dn7_982_3	11	0.959669	0.031048	0.959697	0.956454	0.962939
d1_1010_3	dn7_982_3	9	0.957065	0.06284	0.945095	0.940747	0.949444
d1_1015_1	dn7_982_3	8	0.967978	-0.005846	0.948621	0.944553	0.952689
d1_1015_2	dn7_982_3	26	0.955528	0.144212	0.949648	0.945667	0.953629
d1_1015_3	dn7_982_3	8	0.961303	0.007507	0.945797	0.94152	0.950074
d1_972_1	dn7_982_3	13	0.968771	0.00736	0.954834	0.951315	0.958353
d1_972_2	dn7_982_3	13	0.968851	-0.007565	0.954798	0.951276	0.95832
d22_1006_1	dn7_982_3	17	0.975851	0.03345	0.988926	0.987992	0.98986
d22_1006_2	dn7_982_3	13	0.978702	0.053755	0.986823	0.985752	0.987895
d22_1006_3	dn7_982_3	46	0.972929	0.222652	0.986628	0.985544	0.987713
d22_1007_1	dn7_982_3	125	0.404859	0.137211	0.364837	0.350152	0.379521
d22_1007_2	dn7_982_3	120	0.40976	0.194263	0.182279	0.171445	0.193112
d22_1007_3	dn7_982_3	127	0.473449	0.341644	0.219737	0.20764	0.231834
d22_1007_5	dn7_982_3	121	0.31672	0.367714	0.120679	0.110612	0.130747
d22_1008_1	dn7_982_3	110	0.442982	0.283949	0.210719	0.198082	0.223356
d22_1008_2	dn7_982_3	131	0.63188	0.069828	0.495604	0.486211	0.504998
d22_1008_4	dn7_982_3	117	0.41101	0.281165	0.179279	0.169767	0.188791
d22_1008_5	dn7_982_3	124	0.350975	0.348055	0.347238	0.332789	0.361687
d22_1009_1	dn7_982_3	107	0.385307	0.244711	0.207145	0.19244	0.221851
d22_1009_2	dn7_982_3	122	0.355295	0.23034	0.212443	0.200434	0.224451
d22_1009_4	dn7_982_3	113	0.436052	0.340304	0.177155	0.165884	0.188425
d22_1009_5	dn7_982_3	116	0.587882	0.292252	0.253945	0.242021	0.265869
d22_1010_3	dn7_982_3	117	0.417999	0.256925	0.364898	0.351705	0.37809
d22_1010_4	dn7_982_3	118	0.424021	0.163333	0.500579	0.485992	0.515166
d22_1010_5	dn7_982_3	112	0.401076	0.252839	0.478943	0.465785	0.492101
d22_1015_1	dn7_982_3	92	0.371458	0.221047	0.303473	0.289549	0.317396
d22_1015_3	dn7_982_3	108	0.482632	0.31935	0.122366	0.114767	0.129964
d22_1015_4	dn7_982_3	127	0.384936	0.315844	0.380311	0.365963	0.394659
d22_1015_5	dn7_982_3	111	0.494088	0.353912	0.622739	0.611966	0.633513
d27_1006_3	dn7_982_3	13	0.967355	0.036201	0.994727	0.994146	0.995309
d27_1006_4	dn7_982_3	10	0.973609	-0.047101	0.996349	0.995872	0.996826
d27_1006_5	dn7_982_3	32	0.973691	0.02058	0.996602	0.996137	0.997067
d27_1007_1	dn7_982_3	127	0.383575	0.213792	0.192696	0.179492	0.205899
d27_1007_2	dn7_982_3	131	0.430276	0.144667	0.341856	0.32525	0.358462
d27_1007_3	dn7_982_3	135	0.377957	0.27148	0.344162	0.326945	0.361378
d27_1007_5	dn7_982_3	113	0.357506	0.218965	0.193825	0.179584	0.208065
d27_1008_1	dn7_982_3	108	0.483816	0.283867	0.339657	0.325046	0.354269
d27_1008_2	dn7_982_3	102	0.47588	0.366396	0.662591	0.651766	0.673415
d27_1008_4	dn7_982_3	105	0.457431	0.356567	0.58227	0.569145	0.595396
d27_1008_5	dn7_982_3	106	0.382903	0.394891	0.32832	0.311784	0.344856
d27_1009_1	dn7_982_3	113	0.448034	0.212769	0.259101	0.246546	0.271656
d27_1009_2	dn7_982_3	129	0.422291	0.176672	0.428801	0.412633	0.444969
d27_1009_4	dn7_982_3	133	0.511933	-0.060462	0.337392	0.321147	0.353637
d27_1009_5	dn7_982_3	109	0.416179	0.123473	0.25678	0.242474	0.271085
d27_1010_3	dn7_982_3	120	0.441855	0.291493	0.279337	0.26537	0.293304
d27_1010_4	dn7_982_3	127	0.380553	0.33972	0.292966	0.2768	0.309132
d27_1010_5	dn7_982_3	124	0.388718	0.343119	0.262763	0.247884	0.277642
d27_1015_1	dn7_982_3	123	0.42706	0.180085	0.288973	0.27492	0.303027
d27_1015_3	dn7_982_3	125	0.425872	0.289501	0.238693	0.22537	0.252015
d27_1015_4	dn7_982_3	133	0.425636	0.239818	0.432098	0.416072	0.448125
d27_1015_5	dn7_982_3	108	0.423883	0.305991	0.438052	0.422519	0.453584
d33_1006_1	dn7_982_3	18	0.965964	0.060065	0.990267	0.989391	0.991144
d33_1006_2	dn7_982_3	12	0.970775	0.034042	0.992651	0.991947	0.993356
d33_1006_3	dn7_982_3	33	0.964324	0.168289	0.993129	0.992482	0.993776
d33_1006_4	dn7_982_3	31	0.977099	-0.093417	0.991089	0.990316	0.991863
d33_1006_5	dn7_982_3	104	0.60415	0.284905	0.819147	0.813624	0.824671
d33_1007_1	dn7_982_3	128	0.317666	0.422498	0.258364	0.243078	0.27365
d33_1007_2	dn7_982_3	130	0.293927	0.381072	0.188148	0.174482	0.201813
d33_1007_3	dn7_982_3	142	0.392169	0.424798	0.183466	0.1732	0.193732
d33_1007_5	dn7_982_3	135	0.388945	0.354565	0.2023	0.190501	0.214099
d33_1008_1	dn7_982_3	122	0.340998	0.306242	0.254438	0.240991	0.267885
d33_1008_2	dn7_982_3	128	0.419737	0.292135	0.206978	0.193974	0.219983
d33_1008_4	dn7_982_3	113	0.446787	0.197545	0.412101	0.397907	0.426295
d33_1008_5	dn7_982_3	139	0.336892	0.394525	0.264777	0.248608	0.280945
d33_1009_1	dn7_982_3	133	0.418479	0.354071	0.276824	0.263368	0.290281
d33_1009_2	dn7_982_3	131	0.420753	0.316291	0.233211	0.220373	0.24605
d33_1009_4	dn7_982_3	137	0.463493	0.311523	0.353656	0.341542	0.365771
d33_1009_5	dn7_982_3	115	0.371137	0.323215	0.348043	0.332494	0.363593
d33_1010_3	dn7_982_3	131	0.407924	0.282879	0.42981	0.413813	0.445807
d33_1010_4	dn7_982_3	132	0.304226	0.398092	0.247978	0.233934	0.262022
d33_1010_5	dn7_982_3	118	0.323221	0.346539	0.242563	0.228486	0.256639
d33_1015_1	dn7_982_3	137	0.519663	0.327778	0.151824	0.143104	0.160545
d33_1015_3	dn7_982_3	128	0.37045	0.398647	0.380948	0.362866	0.399029
d33_1015_4	dn7_982_3	135	0.365111	0.397791	0.378496	0.362485	0.394506
d33_1015_5	dn7_982_3	130	0.306155	0.395845	0.247909	0.233574	0.262244
d36_1006_1	dn7_982_3	16	0.956257	0.084001	0.974096	0.971971	0.976221
d36_1006_2	dn7_982_3	12	0.959263	0.088049	0.991608	0.99082	0.992395
d36_1006_3	dn7_982_3	17	0.964938	0.094787	0.986853	0.985736	0.98797
d36_1006_4	dn7_982_3	22	0.972004	0.066642	0.98519	0.983976	0.986404
d36_1006_5	dn7_982_3	20	0.966537	0.039727	0.979963	0.978352	0.981575
d36_1007_1	dn7_982_3	41	0.971578	0.187798	0.998806	0.998586	0.999026
d36_1007_2	dn7_982_3	56	0.952196	0.286176	0.996994	0.996696	0.997293
d36_1007_3	dn7_982_3	38	0.971147	0.206134	0.998113	0.997873	0.998354
d36_1007_5	dn7_982_3	35	0.932525	0.218416	0.99443	0.99404	0.99482
d36_1008_1	dn7_982_3	79	0.955796	0.33679	0.998569	0.998333	0.998804
d36_1008_2	dn7_982_3	40	0.951985	0.191565	0.997859	0.997603	0.998115
d36_1008_4	dn7_982_3	77	0.959337	0.364165	0.998662	0.99843	0.998894
d36_1008_5	dn7_982_3	58	0.967314	0.299458	0.998583	0.998336	0.998831
d36_1009_1	dn7_982_3	70	0.941595	0.318412	0.996863	0.99653	0.997195
d36_1009_2	dn7_982_3	59	0.961549	0.299871	0.998359	0.998106	0.998612
d36_1009_4	dn7_982_3	49	0.94503	0.217829	0.995517	0.995096	0.995938
d36_1009_5	dn7_982_3	48	0.959316	0.211105	0.997668	0.997396	0.997941
d36_1010_3	dn7_982_3	58	0.94159	0.306295	0.997599	0.997334	0.997865
d36_1010_4	dn7_982_3	63	0.923742	0.306551	0.995984	0.995613	0.996356
d36_1010_5	dn7_982_3	43	0.949922	0.187478	0.984526	0.983304	0.985748
d36_1015_1	dn7_982_3	43	0.946887	0.220677	0.996277	0.995903	0.996651
d36_1015_3	dn7_982_3	39	0.937962	0.201074	0.970832	0.968563	0.973101
d36_1015_4	dn7_982_3	34	0.946331	0.167425	0.995755	0.995235	0.996275
d36_1015_5	dn7_982_3	33	0.933527	0.190601	0.989506	0.988579	0.990434
d37_1006_1	dn7_982_3	23	0.968331	0.083041	0.988889	0.988008	0.98977
d37_1006_2	dn7_982_3	20	0.962599	0.088346	0.986731	0.985683	0.987779
d37_1006_3	dn7_982_3	29	0.961743	0.169575	0.982773	0.981429	0.984118
d37_1006_4	dn7_982_3	25	0.947049	-0.078295	0.968347	0.965891	0.970804
d37_1006_5	dn7_982_3	27	0.959061	0.107271	0.986419	0.985342	0.987496
d37_1007_1	dn7_982_3	29	0.950122	0.085214	0.966608	0.964088	0.969128
d37_1007_2	dn7_982_3	44	0.948933	0.144479	0.954923	0.951514	0.958333
d37_1007_3	dn7_982_3	38	0.905825	0.119598	0.949613	0.946552	0.952673
d37_1007_5	dn7_982_3	40	0.907807	0.11559	0.964397	0.961859	0.966935
d37_1008_1	dn7_982_3	51	0.803301	0.097241	0.832385	0.825479	0.83929
d37_1008_2	dn7_982_3	31	0.942058	0.111479	0.966453	0.963954	0.968953
d37_1008_4	dn7_982_3	45	0.918713	-0.171304	0.972646	0.970835	0.974457
d37_1008_5	dn7_982_3	31	0.930466	0.141814	0.970246	0.968015	0.972476
d37_1009_1	dn7_982_3	52	0.910275	0.173936	0.958646	0.955872	0.961421
d37_1009_2	dn7_982_3	34	0.923928	0.116962	0.961974	0.959238	0.964711
d37_1009_4	dn7_982_3	47	0.829718	0.118782	0.907212	0.902956	0.911469
d37_1009_5	dn7_982_3	47	0.928169	0.017095	0.956453	0.953233	0.959673
d37_1010_3	dn7_982_3	43	0.859999	0.211791	0.908935	0.904501	0.913368
d37_1010_4	dn7_982_3	34	0.865781	0.075033	0.934	0.93044	0.93756
d37_1010_5	dn7_982_3	26	0.907269	0.116286	0.96782	0.965658	0.969981
d37_1015_1	dn7_982_3	24	0.95296	0.11583	0.958706	0.955535	0.961876
d37_1015_3	dn7_982_3	33	0.822357	0.120326	0.754705	0.745626	0.763783
d37_1015_4	dn7_982_3	31	0.95654	0.081542	0.960388	0.957274	0.963503
d37_1015_5	dn7_982_3	30	0.940989	0.103612	0.960089	0.957066	0.963112
d42_1006_1	dn7_982_3	19	0.960502	0.073654	0.980923	0.979529	0.982317
d42_1006_2	dn7_982_3	19	0.959073	0.027302	0.982675	0.981405	0.983945
d42_1006_3	dn7_982_3	21	0.964092	0.010753	0.989682	0.988893	0.990472
d42_1006_4	dn7_982_3	19	0.96057	0.045776	0.979566	0.97801	0.981121
d42_1006_5	dn7_982_3	18	0.96137	0.047343	0.985923	0.984873	0.986973
d42_1007_1_col	dn7_982_3	111	0.744387	0.28119	0.629623	0.615524	0.643721
d42_1007_2	dn7_982_3	115	0.751988	0.356682	0.655212	0.642564	0.667861
d42_1007_3	dn7_982_3	112	0.764409	0.373545	0.670265	0.658111	0.682419
d42_1008_1	dn7_982_3	102	0.58648	0.30657	0.643429	0.631371	0.655487
d42_1008_2	dn7_982_3	108	0.596984	0.302662	0.548873	0.535112	0.562633
d42_1008_4	dn7_982_3	107	0.627651	0.319546	0.674767	0.664396	0.685138
d42_1008_5	dn7_982_3	99	0.501702	0.188485	0.564309	0.550289	0.57833
d42_1009_1	dn7_982_3	121	0.433087	0.380125	0.115347	0.107419	0.123275
d42_1009_2	dn7_982_3	122	0.504003	0.174819	0.396963	0.385406	0.408519
d42_1009_4	dn7_982_3	115	0.480696	0.348742	0.575852	0.56403	0.587673
d42_1009_5	dn7_982_3	110	0.444148	0.246582	0.586767	0.575445	0.598089
d42_1010_3	dn7_982_3	116	0.341291	0.304426	0.184032	0.173592	0.194472
d42_1010_4	dn7_982_3	112	0.513021	0.088571	0.253619	0.243187	0.26405
d42_1010_5	dn7_982_3	113	0.419874	0.095459	0.448868	0.433785	0.463951
d42_1015_1	dn7_982_3	106	0.550712	0.303295	0.492313	0.476702	0.507923
d42_1015_3	dn7_982_3	113	0.449229	0.483369	0.447831	0.429742	0.46592
d42_1015_4	dn7_982_3	81	0.510871	0.31998	0.526391	0.51036	0.542423
d42_1015_5	dn7_982_3	97	0.480846	0.363451	0.575276	0.560189	0.590363
d4_972_1	dn7_982_3	11	0.967911	-0.055223	0.961233	0.958169	0.964297
d4_972_2	dn7_982_3	9	0.968719	0.006916	0.954479	0.950895	0.958063
d4_972_3	dn7_982_3	11	0.96362	0.030753	0.964377	0.961541	0.967214
d4_982_2	dn7_982_3	8	0.958895	-0.018153	0.945783	0.94151	0.950057
d4_982_3	dn7_982_3	14	0.912632	0.062963	0.941785	0.937317	0.946254
d4_986_1	dn7_982_3	9	0.941762	0.008145	0.956082	0.952416	0.959749
d4_986_2	dn7_982_3	11	0.93484	0.0465	0.963717	0.960546	0.966888
d7_972_1	dn7_982_3	8	0.970033	0.015666	0.954488	0.950938	0.958039
d7_972_2	dn7_982_3	10	0.97408	0.014155	0.954697	0.951165	0.95823
dn2_972_1	dn7_982_3	12	0.997543	0.028017	0.999789	0.999715	0.999863
dn2_972_2	dn7_982_3	9	0.971622	-0.040354	0.978355	0.97654	0.98017
dn2_972_3	dn7_982_3	9	0.968628	-0.045606	0.991405	0.990558	0.992251
dn7_972_1	dn7_982_3	126	0.508023	0.421743	0.401883	0.386568	0.417199
dn7_972_2	dn7_982_3	131	0.479389	0.32	0.443494	0.429122	0.457866
dn7_972_3	dn7_982_3	131	0.525724	0.334541	0.345915	0.331993	0.359837
dn7_982_2	dn7_982_3	128	0.352556	0.526526	0.211535	0.193117	0.229953
d0_972_1	dn7_986_1	10	0.974999	-0.027322	0.948324	0.944227	0.952422
d0_972_2	dn7_986_1	13	0.970859	0.042082	0.948287	0.944187	0.952388
d0_972_3	dn7_986_1	12	0.973497	0.018108	0.948343	0.944248	0.952439
d10_1006_1	dn7_986_1	14	0.963468	0.035285	0.968798	0.966269	0.971327
d10_1006_2	dn7_986_1	7	0.952295	0.036227	0.968028	0.965396	0.97066
d10_1006_3	dn7_986_1	7	0.953573	0.004157	0.947479	0.943478	0.95148
d10_1007_1	dn7_986_1	9	0.939028	0.062277	0.967421	0.964745	0.970097
d10_1007_2	dn7_986_1	14	0.974762	-0.081578	0.984684	0.982992	0.986377
d10_1007_3	dn7_986_1	13	0.961714	-0.005969	0.969857	0.967405	0.972309
d10_1008_1	dn7_986_1	7	0.945359	-0.004549	0.93936	0.934523	0.944197
d10_1008_3	dn7_986_1	13	0.974472	0.02914	0.977782	0.97568	0.979883
d10_1009_1	dn7_986_1	13	0.93537	0.030632	0.972089	0.969706	0.974473
d10_1009_2	dn7_986_1	11	0.967272	0.016999	0.984035	0.982352	0.985718
d10_1009_4	dn7_986_1	9	0.968183	-0.014934	0.986805	0.985238	0.988371
d10_1010_2	dn7_986_1	10	0.946317	0.017472	0.976853	0.974677	0.979029
d10_1010_3	dn7_986_1	14	0.967694	0.014158	0.977167	0.975046	0.979289
d10_1010_4	dn7_986_1	10	0.963076	0.025181	0.976984	0.974871	0.979097
d10_1015_1	dn7_986_1	11	0.94694	-0.042374	0.964756	0.961961	0.967552
d10_1015_2	dn7_986_1	34	0.935109	0.199193	0.976607	0.974596	0.978618
d10_1015_3	dn7_986_1	13	0.967481	0.016467	0.979729	0.977842	0.981616
d10_972_1	dn7_986_1	8	0.966412	-0.013603	0.94826	0.944157	0.952363
d10_972_2	dn7_986_1	8	0.967753	0.021121	0.94831	0.944212	0.952409
d10_972_3	dn7_986_1	9	0.968443	-0.02324	0.94819	0.944081	0.952298
d11_1001_fmt	dn7_986_1	113	0.431632	0.368675	0.431269	0.40899	0.453549
d11_1002_fmt	dn7_986_1	101	0.358446	0.309724	0.346446	0.327829	0.365062
d12_1001_fmt	dn7_986_1	113	0.314516	0.333239	0.228625	0.208912	0.248338
d12_1002_fmt	dn7_986_1	104	0.342419	0.283367	0.236587	0.220075	0.2531
d12_1006_1	dn7_986_1	8	0.957001	-0.005568	0.967129	0.964454	0.969804
d12_1006_2	dn7_986_1	13	0.953577	0.043748	0.983061	0.981295	0.984826
d12_1006_3	dn7_986_1	9	0.948741	0.047969	0.981776	0.979904	0.983648
d12_1006_4	dn7_986_1	12	0.959205	0.053647	0.986465	0.984863	0.988066
d12_1006_5	dn7_986_1	10	0.962372	0.041458	0.983542	0.981803	0.985281
d12_1007_1	dn7_986_1	32	0.649369	0.161992	0.833667	0.825732	0.841603
d12_1007_2	dn7_986_1	27	0.673221	0.139591	0.830034	0.821717	0.838351
d12_1007_3	dn7_986_1	53	0.921813	-1.801799	0.948185	0.94385	0.95252
d12_1007_4	dn7_986_1	35	0.619317	0.024713	0.824607	0.817035	0.832178
d12_1007_5	dn7_986_1	31	0.752218	0.1085	0.913586	0.909113	0.918058
d12_1008_1	dn7_986_1	21	0.959296	0.093301	0.969288	0.966716	0.971861
d12_1008_2	dn7_986_1	16	0.949944	0.10604	0.969413	0.96682	0.972005
d12_1008_3	dn7_986_1	12	0.953695	0.059055	0.969076	0.966463	0.971689
d12_1008_4	dn7_986_1	14	0.955715	0.059514	0.966649	0.963881	0.969417
d12_1008_5	dn7_986_1	13	0.954445	0.074986	0.954927	0.95143	0.958423
d12_1009_1	dn7_986_1	14	0.950151	0.077036	0.975532	0.973396	0.977668
d12_1009_2	dn7_986_1	14	0.942117	0.01233	0.971684	0.969308	0.97406
d12_1009_4	dn7_986_1	17	0.934342	0.090706	0.958156	0.9549	0.961411
d12_1009_5	dn7_986_1	11	0.928288	0.075544	0.968145	0.965522	0.970767
d12_1010_2	dn7_986_1	33	0.712062	0.132798	0.92684	0.923052	0.930627
d12_1010_3	dn7_986_1	34	0.710215	0.124663	0.90377	0.899116	0.908425
d12_1010_4	dn7_986_1	29	0.838853	0.1365	0.958478	0.955768	0.961188
d12_1010_5	dn7_986_1	31	0.770758	0.128275	0.951349	0.948508	0.954189
d12_1015_1	dn7_986_1	27	0.712861	0.125644	0.911644	0.907326	0.915961
d12_1015_2	dn7_986_1	28	0.665087	0.111448	0.783882	0.774913	0.79285
d12_1015_3	dn7_986_1	39	0.595378	0.153587	0.798142	0.789827	0.806457
d12_1015_4	dn7_986_1	10	0.936793	0.05555	0.981699	0.979867	0.98353
d12_1015_5	dn7_986_1	25	0.707332	0.108527	0.917419	0.91349	0.921348
d12_972_1	dn7_986_1	10	0.96152	-0.030938	0.939693	0.934986	0.944399
d12_972_2	dn7_986_1	8	0.964023	-0.013805	0.938427	0.933641	0.943214
d12_972_3	dn7_986_1	15	0.963019	-0.029644	0.936483	0.931581	0.941386
d15_972_1	dn7_986_1	9	0.966273	-0.050355	0.969604	0.967076	0.972132
d15_972_2	dn7_986_1	12	0.961027	-0.031665	0.959696	0.956547	0.962845
d15_972_3	dn7_986_1	13	0.963643	-0.011249	0.963736	0.960838	0.966635
d16_1006_1	dn7_986_1	18	0.963091	0.089084	0.955123	0.951741	0.958505
d16_1006_2	dn7_986_1	12	0.956056	0.053763	0.95974	0.956645	0.962836
d16_1006_4	dn7_986_1	16	0.953738	0.085971	0.932716	0.92751	0.937922
d16_1006_5	dn7_986_1	20	0.955255	0.062847	0.970088	0.96759	0.972585
d16_1007_1	dn7_986_1	91	0.440511	0.380547	0.425996	0.407577	0.444414
d16_1007_3	dn7_986_1	82	0.334483	0.239261	0.313299	0.294734	0.331865
d16_1007_5	dn7_986_1	72	0.533396	0.210577	0.572984	0.556745	0.589223
d16_1008_1	dn7_986_1	41	0.583277	0.155421	0.668383	0.654114	0.682653
d16_1008_2	dn7_986_1	48	0.713485	0.217795	0.752825	0.742736	0.762914
d16_1008_3_cecal	dn7_986_1	61	0.662751	0.154651	0.733891	0.722642	0.745139
d16_1008_4	dn7_986_1	37	0.665054	0.141294	0.768663	0.757192	0.780133
d16_1008_5	dn7_986_1	45	0.677617	0.180399	0.746773	0.734717	0.75883
d16_1009_1	dn7_986_1	63	0.643192	0.208921	0.724456	0.710781	0.738131
d16_1009_2	dn7_986_1	41	0.612004	0.186066	0.741515	0.728225	0.754806
d16_1009_4	dn7_986_1	48	0.593933	0.18592	0.73231	0.719348	0.745273
d16_1009_5	dn7_986_1	29	0.637429	0.129608	0.712725	0.698679	0.726771
d16_1010_3	dn7_986_1	69	0.548347	0.304733	0.579536	0.562734	0.596339
d16_1010_4	dn7_986_1	88	0.516842	0.297814	0.576837	0.560337	0.593337
d16_1010_5	dn7_986_1	81	0.462732	0.304912	0.49244	0.47471	0.510169
d16_1015_1	dn7_986_1	74	0.477924	0.24892	0.48777	0.470444	0.505096
d16_1015_3	dn7_986_1	47	0.622987	0.142412	0.736602	0.723649	0.749555
d16_1015_4	dn7_986_1	78	0.559565	0.260469	0.566087	0.551284	0.580889
d16_1015_5	dn7_986_1	86	0.562384	0.241531	0.56217	0.545307	0.579032
d16_972_1_colon	dn7_986_1	8	0.969775	-0.062112	0.950318	0.946556	0.954079
d16_972_3_colon	dn7_986_1	8	0.966941	-0.054545	0.943444	0.939195	0.947693
d19_1006_1	dn7_986_1	15	0.953699	0.078354	0.98169	0.979712	0.983668
d19_1006_2	dn7_986_1	10	0.94973	0.036017	0.984049	0.982271	0.985827
