group1	group2	sharedsobs	braycurtis	spearman	thetayc	thetayc_lci	thetayc_hci
d12_1009_2	d12_1015_4	7	0.090639	0.791105	0.032883	0.028525	0.037241
d12_1009_4	d12_1015_4	7	0.261179	0.827737	0.146807	0.137151	0.156463
d12_1009_5	d12_1015_4	6	0.202213	0.870637	0.055515	0.049093	0.061936
d12_1010_2	d12_1015_4	8	0.390061	0.694318	0.259896	0.249911	0.269881
d12_1010_3	d12_1015_4	8	0.532579	0.676748	0.450182	0.438782	0.461582
d12_1010_4	d12_1015_4	9	0.237636	0.754766	0.176161	0.168277	0.184044
d12_1010_5	d12_1015_4	10	0.273789	0.737271	0.149735	0.142239	0.15723
d12_1015_1	d12_1015_4	9	0.400559	0.767007	0.318947	0.308219	0.329675
d12_1015_2	d12_1015_4	8	0.527988	0.730343	0.508168	0.497046	0.519291
d12_1015_3	d12_1015_4	8	0.575448	0.64667	0.521149	0.509799	0.532498
d0_972_1	d12_1015_5	7	0.931117	0.673081	0.920548	0.917011	0.924086
d0_972_2	d12_1015_5	7	0.922436	0.704226	0.920467	0.916927	0.924007
d0_972_3	d12_1015_5	9	0.927805	0.71647	0.920567	0.917031	0.924104
d10_1006_1	d12_1015_5	7	0.533018	0.68558	0.272014	0.263523	0.280504
d10_1006_2	d12_1015_5	5	0.370492	0.741979	0.275692	0.267266	0.284118
d10_1006_3	d12_1015_5	6	0.429734	0.723202	0.389966	0.379528	0.400404
d10_1007_1	d12_1015_5	5	0.36508	0.742051	0.259807	0.251302	0.268313
d10_1007_2	d12_1015_5	7	0.696154	0.580641	0.301568	0.291818	0.311317
d10_1007_3	d12_1015_5	6	0.568719	0.648641	0.265599	0.256966	0.274233
d10_1008_1	d12_1015_5	4	0.873704	0.691949	0.908205	0.904138	0.912273
d10_1008_3	d12_1015_5	6	0.627509	0.679652	0.257755	0.249327	0.266184
d10_1009_1	d12_1015_5	6	0.336315	0.679661	0.269728	0.260844	0.278613
d10_1009_2	d12_1015_5	6	0.6167	0.691985	0.317073	0.307399	0.326748
d10_1009_4	d12_1015_5	5	0.604712	0.673245	0.339475	0.329789	0.349161
d10_1010_2	d12_1015_5	4	0.420465	0.679494	0.249828	0.24112	0.258536
d10_1010_3	d12_1015_5	7	0.623153	0.666806	0.271362	0.263251	0.279472
d10_1010_4	d12_1015_5	4	0.577619	0.685803	0.247675	0.238641	0.256708
d10_1015_1	d12_1015_5	7	0.439348	0.648489	0.27296	0.264644	0.281275
d10_1015_2	d12_1015_5	21	0.512951	0.774163	0.277156	0.267696	0.286616
d10_1015_3	d12_1015_5	8	0.619688	0.692097	0.292294	0.282828	0.30176
d10_972_1	d12_1015_5	4	0.913404	0.673177	0.920468	0.916927	0.924009
d10_972_2	d12_1015_5	5	0.915481	0.716694	0.920528	0.91699	0.924067
d10_972_3	d12_1015_5	3	0.917391	0.641966	0.92042	0.916876	0.923965
d11_1001_fmt	d12_1015_5	28	0.810186	0.126386	0.949817	0.946696	0.952937
d11_1002_fmt	d12_1015_5	26	0.725788	0.185879	0.867084	0.859679	0.874488
d12_1001_fmt	d12_1015_5	26	0.737158	0.07121	0.930144	0.926436	0.933852
d12_1002_fmt	d12_1015_5	26	0.734746	0.124552	0.887424	0.881008	0.89384
d12_1006_1	d12_1015_5	6	0.440449	0.704238	0.225725	0.21736	0.23409
d12_1006_2	d12_1015_5	7	0.418514	0.704336	0.299022	0.289084	0.30896
d12_1006_3	d12_1015_5	5	0.362145	0.729554	0.272938	0.262846	0.28303
d12_1006_4	d12_1015_5	9	0.469672	0.74838	0.32807	0.318172	0.337969
d12_1006_5	d12_1015_5	7	0.498776	0.735792	0.295937	0.286045	0.30583
d12_1007_1	d12_1015_5	23	0.351329	0.786345	0.144863	0.132662	0.157064
d12_1007_2	d12_1015_5	22	0.421199	0.810816	0.323128	0.306224	0.340033
d12_1007_3	d12_1015_5	23	0.789454	-1.190658	0.595274	0.579681	0.610867
d12_1007_4	d12_1015_5	25	0.303757	0.655358	0.168165	0.156808	0.179523
d12_1007_5	d12_1015_5	24	0.298512	0.762318	0.126928	0.119977	0.13388
d12_1008_1	d12_1015_5	13	0.505465	0.729411	0.241653	0.233636	0.249669
d12_1008_2	d12_1015_5	10	0.419719	0.760555	0.236582	0.228521	0.244644
d12_1008_3	d12_1015_5	6	0.449308	0.716969	0.241607	0.233654	0.249561
d12_1008_4	d12_1015_5	10	0.422066	0.741559	0.245604	0.237692	0.253515
d12_1008_5	d12_1015_5	9	0.468562	0.754277	0.283982	0.275642	0.292321
d12_1009_1	d12_1015_5	8	0.478141	0.735603	0.264544	0.255252	0.273835
d12_1009_2	d12_1015_5	12	0.412716	0.723281	0.234728	0.225714	0.243742
d12_1009_4	d12_1015_5	13	0.358186	0.77317	0.224132	0.216062	0.232201
d12_1009_5	d12_1015_5	8	0.310218	0.766989	0.22672	0.218081	0.235359
d12_1010_2	d12_1015_5	23	0.145958	0.750442	0.020265	0.017637	0.022894
d12_1010_3	d12_1015_5	22	0.195182	0.719713	0.062921	0.054362	0.07148
d12_1010_4	d12_1015_5	22	0.243024	0.786307	0.074262	0.068595	0.079928
d12_1010_5	d12_1015_5	23	0.217091	0.768305	0.063674	0.05678	0.070568
d12_1015_1	d12_1015_5	22	0.148189	0.798837	0.02139	0.018179	0.024601
d12_1015_2	d12_1015_5	22	0.250183	0.774616	0.160815	0.148476	0.173153
d12_1015_3	d12_1015_5	23	0.217459	0.702619	0.126119	0.11389	0.138348
d12_1015_4	d12_1015_5	7	0.389589	0.748457	0.296643	0.286737	0.306549
d0_972_1	d12_972_1	13	0.331546	0.802964	0.057112	0.053841	0.060383
d0_972_2	d12_972_1	14	0.251561	0.846167	0.056902	0.053634	0.06017
d0_972_3	d12_972_1	10	0.30155	0.784602	0.057221	0.053948	0.060494
d10_1006_1	d12_972_1	12	0.674253	0.802912	0.773609	0.768052	0.779166
d10_1006_2	d12_972_1	11	0.758611	0.870871	0.764799	0.757066	0.772532
d10_1006_3	d12_972_1	8	0.604713	0.802955	0.523198	0.512166	0.53423
d10_1007_1	d12_972_1	7	0.770847	0.821491	0.772165	0.764534	0.779797
d10_1007_2	d12_972_1	11	0.831309	0.686351	0.924623	0.922709	0.926538
d10_1007_3	d12_972_1	16	0.681379	0.827516	0.790425	0.785459	0.795391
d10_1008_1	d12_972_1	8	0.550392	0.796869	0.253369	0.242313	0.264425
d10_1008_3	d12_972_1	10	0.811402	0.783828	0.886503	0.883459	0.889546
d10_1009_1	d12_972_1	7	0.807458	0.747041	0.810554	0.803506	0.817601
d10_1009_2	d12_972_1	10	0.824555	0.796751	0.914506	0.912085	0.916926
d10_1009_4	d12_972_1	7	0.865994	0.752777	0.93712	0.935104	0.939136
d10_1010_2	d12_972_1	8	0.855117	0.78378	0.878125	0.873493	0.882757
d10_1010_3	d12_972_1	11	0.814655	0.772099	0.8863	0.883231	0.889368
d10_1010_4	d12_972_1	10	0.79773	0.815169	0.873363	0.869823	0.876904
d10_1015_1	d12_972_1	8	0.703756	0.716567	0.741057	0.733828	0.748286
d10_1015_2	d12_972_1	8	0.785094	0.667034	0.865304	0.861364	0.869244
d10_1015_3	d12_972_1	8	0.766562	0.747178	0.877433	0.874347	0.880519
d10_972_1	d12_972_1	12	0.170479	0.828081	0.056568	0.053303	0.059832
d10_972_2	d12_972_1	12	0.187831	0.858905	0.056977	0.053707	0.060246
d10_972_3	d12_972_1	14	0.205653	0.83379	0.056255	0.052996	0.059514
d11_1001_fmt	d12_972_1	6	0.964449	-0.094392	0.952465	0.948035	0.956896
d11_1002_fmt	d12_972_1	8	0.971064	0.012435	0.950578	0.946304	0.954852
d12_1001_fmt	d12_972_1	6	0.963469	-0.127208	0.950726	0.946665	0.954787
d12_1002_fmt	d12_972_1	7	0.965977	-0.061297	0.937477	0.932426	0.942528
d12_1006_1	d12_972_1	9	0.690707	0.796746	0.782493	0.776264	0.788721
d12_1006_2	d12_972_1	8	0.838768	0.771774	0.906199	0.90266	0.909737
d12_1006_3	d12_972_1	10	0.843188	0.84629	0.900024	0.895917	0.904131
d12_1006_4	d12_972_1	8	0.868641	0.790344	0.934708	0.932166	0.93725
d12_1006_5	d12_972_1	10	0.808408	0.827656	0.91127	0.908316	0.914223
d12_1007_1	d12_972_1	7	0.865916	0.642688	0.831714	0.824416	0.839012
d12_1007_2	d12_972_1	9	0.771721	0.703846	0.633707	0.622473	0.644942
d12_1007_3	d12_972_1	20	0.991327	-1.150733	0.989004	0.987155	0.990852
d12_1007_4	d12_972_1	10	0.848142	0.522683	0.833213	0.826883	0.839543
d12_1007_5	d12_972_1	9	0.818733	0.630449	0.801699	0.795056	0.808343
d12_1008_1	d12_972_1	10	0.759559	0.747203	0.8153	0.81008	0.820521
d12_1008_2	d12_972_1	9	0.787043	0.802724	0.817366	0.811416	0.823316
d12_1008_3	d12_972_1	8	0.79246	0.796506	0.818145	0.812378	0.823912
d12_1008_4	d12_972_1	7	0.780821	0.759275	0.792215	0.785575	0.798856
d12_1008_5	d12_972_1	8	0.674803	0.796898	0.687442	0.679636	0.695248
d12_1009_1	d12_972_1	11	0.756259	0.827576	0.844839	0.840273	0.849405
d12_1009_2	d12_972_1	10	0.747699	0.753481	0.823252	0.817657	0.828847
d12_1009_4	d12_972_1	10	0.715451	0.790495	0.735052	0.726873	0.743232
d12_1009_5	d12_972_1	7	0.764797	0.80934	0.796233	0.788867	0.803598
d12_1010_2	d12_972_1	8	0.890654	0.618011	0.900413	0.896018	0.904808
d12_1010_3	d12_972_1	9	0.8958	0.612494	0.913469	0.909293	0.917645
d12_1010_4	d12_972_1	8	0.880531	0.666649	0.895318	0.891231	0.899404
d12_1010_5	d12_972_1	8	0.904948	0.636339	0.916333	0.91255	0.920116
d12_1015_1	d12_972_1	8	0.850723	0.679306	0.870829	0.865717	0.875942
d12_1015_2	d12_972_1	8	0.847352	0.654662	0.856817	0.851182	0.862451
d12_1015_3	d12_972_1	9	0.88767	0.582136	0.894865	0.890015	0.899715
d12_1015_4	d12_972_1	7	0.861631	0.802571	0.897611	0.893468	0.901753
d12_1015_5	d12_972_1	5	0.885647	0.64839	0.909139	0.90521	0.913068
d0_972_1	d12_972_2	11	0.316315	0.815501	0.081155	0.077189	0.085121
d0_972_2	d12_972_2	11	0.238207	0.846078	0.08092	0.076956	0.084884
d0_972_3	d12_972_2	12	0.286567	0.846053	0.081276	0.077308	0.085244
d10_1006_1	d12_972_2	9	0.688722	0.80268	0.775225	0.769686	0.780764
d10_1006_2	d12_972_2	7	0.772973	0.858234	0.766683	0.758982	0.774384
d10_1006_3	d12_972_2	6	0.627661	0.814882	0.526318	0.515353	0.537283
d10_1007_1	d12_972_2	4	0.784537	0.820994	0.773766	0.766158	0.781373
d10_1007_2	d12_972_2	8	0.836529	0.686652	0.925374	0.923472	0.927276
d10_1007_3	d12_972_2	11	0.694848	0.803181	0.792054	0.787105	0.797003
d10_1008_1	d12_972_2	7	0.579627	0.821156	0.259863	0.249039	0.270687
d10_1008_3	d12_972_2	10	0.818141	0.820781	0.887048	0.884009	0.890087
d10_1009_1	d12_972_2	5	0.819329	0.759056	0.81213	0.805114	0.819146
d10_1009_2	d12_972_2	8	0.831183	0.808791	0.915441	0.913038	0.917843
d10_1009_4	d12_972_2	7	0.871125	0.789816	0.937868	0.935871	0.939866
d10_1010_2	d12_972_2	4	0.863124	0.771438	0.878772	0.874149	0.883395
d10_1010_3	d12_972_2	9	0.821459	0.784207	0.886774	0.883709	0.889839
d10_1010_4	d12_972_2	8	0.805946	0.827276	0.874163	0.870632	0.877694
d10_1015_1	d12_972_2	7	0.719473	0.741092	0.742932	0.735727	0.750137
d10_1015_2	d12_972_2	6	0.794877	0.679588	0.866528	0.862609	0.870448
d10_1015_3	d12_972_2	7	0.775108	0.771661	0.87864	0.875572	0.881708
d10_972_1	d12_972_2	11	0.159801	0.852425	0.080535	0.076572	0.084497
d10_972_2	d12_972_2	14	0.175674	0.920388	0.081001	0.077036	0.084967
d10_972_3	d12_972_2	13	0.193647	0.858321	0.080189	0.076232	0.084146
d11_1001_fmt	d12_972_2	6	0.966811	-0.054067	0.950559	0.946034	0.955083
d11_1002_fmt	d12_972_2	7	0.972793	0.040297	0.949867	0.94553	0.954205
d12_1001_fmt	d12_972_2	5	0.96581	-0.098725	0.949356	0.94522	0.953492
d12_1002_fmt	d12_972_2	5	0.968529	-0.044825	0.936508	0.931376	0.941639
d12_1006_1	d12_972_2	6	0.706454	0.796335	0.780522	0.774252	0.786793
d12_1006_2	d12_972_2	5	0.847315	0.771325	0.906259	0.902731	0.909787
d12_1006_3	d12_972_2	6	0.852264	0.833485	0.899474	0.895364	0.903585
d12_1006_4	d12_972_2	6	0.875068	0.802537	0.934852	0.932324	0.937381
d12_1006_5	d12_972_2	7	0.817267	0.827206	0.910726	0.907773	0.913679
d12_1007_1	d12_972_2	5	0.874153	0.655247	0.82814	0.820726	0.835553
d12_1007_2	d12_972_2	6	0.785784	0.704089	0.628067	0.616719	0.639414
d12_1007_3	d12_972_2	13	0.991887	-1.20046	0.988812	0.986936	0.990688
d12_1007_4	d12_972_2	7	0.856572	0.523591	0.830111	0.823689	0.836533
d12_1007_5	d12_972_2	7	0.8284	0.643065	0.80086	0.794171	0.807548
d12_1008_1	d12_972_2	7	0.770948	0.747417	0.815875	0.810654	0.821096
d12_1008_2	d12_972_2	7	0.798454	0.81483	0.817512	0.811554	0.823469
d12_1008_3	d12_972_2	5	0.803415	0.796233	0.818837	0.81307	0.824603
d12_1008_4	d12_972_2	4	0.79292	0.759093	0.793043	0.786404	0.799681
d12_1008_5	d12_972_2	7	0.691201	0.821074	0.688164	0.680355	0.695973
d12_1009_1	d12_972_2	8	0.768237	0.827155	0.845406	0.84085	0.849962
d12_1009_2	d12_972_2	8	0.761156	0.765741	0.822437	0.816823	0.828051
d12_1009_4	d12_972_2	8	0.731454	0.802613	0.732416	0.724169	0.740664
d12_1009_5	d12_972_2	5	0.779073	0.821075	0.794415	0.787	0.801829
d12_1010_2	d12_972_2	5	0.89661	0.61879	0.899223	0.894788	0.903657
d12_1010_3	d12_972_2	7	0.90159	0.62546	0.911011	0.906769	0.915252
d12_1010_4	d12_972_2	6	0.886522	0.679385	0.895315	0.891218	0.899412
d12_1010_5	d12_972_2	5	0.90999	0.63707	0.91619	0.912396	0.919984
d12_1015_1	d12_972_2	6	0.858767	0.691773	0.868073	0.862889	0.873257
d12_1015_2	d12_972_2	7	0.855663	0.679676	0.853156	0.847429	0.858884
d12_1015_3	d12_972_2	6	0.894054	0.583103	0.892085	0.887156	0.897014
d12_1015_4	d12_972_2	4	0.869439	0.802482	0.898519	0.894402	0.902635
d12_1015_5	d12_972_2	4	0.89154	0.673327	0.907523	0.903551	0.911494
d12_972_1	d12_972_2	12	0.051419	0.828086	0.002482	0.001431	0.003533
d0_972_1	d12_972_3	14	0.370886	0.75992	0.133357	0.127824	0.13889
d0_972_2	d12_972_3	11	0.298172	0.754192	0.133088	0.127555	0.13862
d0_972_3	d12_972_3	16	0.343553	0.80314	0.133495	0.127961	0.139028
d10_1006_1	d12_972_3	13	0.684508	0.760215	0.779782	0.774313	0.785251
d10_1006_2	d12_972_3	11	0.768705	0.816473	0.771811	0.764232	0.77939
d10_1006_3	d12_972_3	9	0.62089	0.760666	0.536525	0.525779	0.547272
d10_1007_1	d12_972_3	6	0.780469	0.754758	0.778335	0.770834	0.785836
d10_1007_2	d12_972_3	16	0.834684	0.692116	0.927069	0.925196	0.928941
d10_1007_3	d12_972_3	15	0.690691	0.760192	0.796482	0.791595	0.80137
d10_1008_1	d12_972_3	9	0.571164	0.7544	0.280328	0.269911	0.290746
d10_1008_3	d12_972_3	11	0.816203	0.741028	0.888725	0.885712	0.891738
d10_1009_1	d12_972_3	9	0.815723	0.716784	0.816269	0.809366	0.823171
d10_1009_2	d12_972_3	14	0.828965	0.790783	0.917531	0.915172	0.91989
d10_1009_4	d12_972_3	7	0.869542	0.697966	0.939455	0.937497	0.941412
d10_1010_2	d12_972_3	9	0.860505	0.741608	0.880694	0.87612	0.885268
d10_1010_3	d12_972_3	12	0.819361	0.729341	0.888334	0.885292	0.891375
d10_1010_4	d12_972_3	9	0.803488	0.748096	0.876387	0.872894	0.87988
d10_1015_1	d12_972_3	9	0.714915	0.673369	0.748301	0.741197	0.755405
d10_1015_2	d12_972_3	10	0.791876	0.63628	0.869544	0.865685	0.873403
d10_1015_3	d12_972_3	10	0.772548	0.716652	0.881516	0.878495	0.884536
d10_972_1	d12_972_3	12	0.224778	0.77303	0.132627	0.127096	0.138159
d10_972_2	d12_972_3	14	0.240137	0.828873	0.133178	0.127645	0.138712
d10_972_3	d12_972_3	15	0.256556	0.79122	0.132238	0.126709	0.137768
d11_1001_fmt	d12_972_3	10	0.966008	-0.106729	0.947234	0.942548	0.95192
d11_1002_fmt	d12_972_3	10	0.972158	-0.023073	0.948884	0.944462	0.953306
d12_1001_fmt	d12_972_3	9	0.965002	-0.151065	0.947097	0.942844	0.951351
d12_1002_fmt	d12_972_3	9	0.967492	-0.096896	0.935157	0.929916	0.940399
d12_1006_1	d12_972_3	8	0.701876	0.729413	0.778429	0.772126	0.784733
d12_1006_2	d12_972_3	9	0.844661	0.729225	0.906821	0.90333	0.910312
d12_1006_3	d12_972_3	10	0.849502	0.791637	0.89897	0.894875	0.903066
d12_1006_4	d12_972_3	7	0.873155	0.723138	0.935358	0.932865	0.937852
d12_1006_5	d12_972_3	9	0.814649	0.760644	0.910143	0.907203	0.913083
d12_1007_1	d12_972_3	8	0.871808	0.59888	0.822725	0.815149	0.8303
d12_1007_2	d12_972_3	10	0.78179	0.66061	0.62113	0.609692	0.632568
d12_1007_3	d12_972_3	21	0.99033	-1.209966	0.98851	0.986596	0.990425
d12_1007_4	d12_972_3	13	0.853974	0.502319	0.825584	0.81904	0.832129
d12_1007_5	d12_972_3	8	0.825729	0.561918	0.80089	0.794176	0.807603
d12_1008_1	d12_972_3	9	0.767604	0.679563	0.818229	0.813045	0.823412
d12_1008_2	d12_972_3	9	0.795104	0.747801	0.819056	0.81313	0.824981
d12_1008_3	d12_972_3	9	0.800046	0.753931	0.821392	0.815672	0.827112
d12_1008_4	d12_972_3	7	0.789291	0.704219	0.796088	0.789507	0.802669
d12_1008_5	d12_972_3	10	0.686304	0.766571	0.692144	0.684395	0.699892
d12_1009_1	d12_972_3	11	0.764458	0.772648	0.847399	0.842889	0.851908
d12_1009_2	d12_972_3	12	0.757058	0.722605	0.822098	0.816488	0.827708
d12_1009_4	d12_972_3	11	0.7269	0.747955	0.7296	0.721292	0.737908
d12_1009_5	d12_972_3	7	0.774922	0.754671	0.79247	0.785019	0.799922
d12_1010_2	d12_972_3	9	0.894867	0.574085	0.897689	0.893212	0.902166
d12_1010_3	d12_972_3	8	0.899797	0.544193	0.907017	0.902674	0.911361
d12_1010_4	d12_972_3	10	0.884722	0.635539	0.896038	0.891951	0.900124
d12_1010_5	d12_972_3	9	0.908451	0.59257	0.916456	0.912669	0.920243
d12_1015_1	d12_972_3	9	0.85639	0.635723	0.863837	0.858552	0.869123
d12_1015_2	d12_972_3	9	0.85331	0.610911	0.847345	0.84148	0.853211
d12_1015_3	d12_972_3	9	0.892234	0.525693	0.887631	0.882584	0.892678
d12_1015_4	d12_972_3	7	0.867024	0.747832	0.900696	0.896652	0.904739
d12_1015_5	d12_972_3	6	0.88987	0.604848	0.905125	0.901098	0.909152
d12_972_1	d12_972_3	15	0.062231	0.77256	0.019519	0.016377	0.022661
d12_972_2	d12_972_3	13	0.061853	0.785104	0.008198	0.006097	0.010299
d0_972_1	d15_972_1	12	0.772821	0.784308	0.805677	0.800699	0.810654
d0_972_2	d15_972_1	13	0.747501	0.827589	0.805615	0.800636	0.810595
d0_972_3	d15_972_1	11	0.763612	0.790425	0.805684	0.800707	0.81066
d10_1006_1	d15_972_1	10	0.744729	0.771871	0.928731	0.92645	0.931012
d10_1006_2	d15_972_1	8	0.784804	0.827727	0.929411	0.926749	0.932074
d10_1006_3	d15_972_1	8	0.67909	0.7965	0.872851	0.868889	0.876813
d10_1007_1	d15_972_1	8	0.795644	0.82763	0.931072	0.928432	0.933712
d10_1007_2	d15_972_1	12	0.840834	0.691772	0.975374	0.974553	0.976196
d10_1007_3	d15_972_1	14	0.764989	0.796586	0.936066	0.934022	0.938109
d10_1008_1	d15_972_1	10	0.645882	0.815173	0.825004	0.820075	0.829934
d10_1008_3	d15_972_1	8	0.824327	0.753241	0.962951	0.961667	0.964234
d10_1009_1	d15_972_1	7	0.828968	0.740629	0.941762	0.93936	0.944164
d10_1009_2	d15_972_1	8	0.836888	0.765635	0.972367	0.971391	0.973343
d10_1009_4	d15_972_1	6	0.875582	0.734656	0.97949	0.978705	0.980275
d10_1010_2	d15_972_1	7	0.869541	0.765553	0.960535	0.958843	0.962226
d10_1010_3	d15_972_1	10	0.827271	0.753444	0.962809	0.961515	0.964104
d10_1010_4	d15_972_1	11	0.81298	0.821284	0.959275	0.95784	0.960711
d10_1015_1	d15_972_1	9	0.732624	0.722302	0.922989	0.920341	0.925638
d10_1015_2	d15_972_1	8	0.803103	0.660675	0.957381	0.955853	0.958909
d10_1015_3	d15_972_1	9	0.790387	0.753146	0.961089	0.959805	0.962373
d10_972_1	d15_972_1	13	0.722701	0.833925	0.805294	0.800308	0.81028
d10_972_2	d15_972_1	14	0.728164	0.877177	0.805595	0.800615	0.810574
d10_972_3	d15_972_1	16	0.73341	0.852004	0.805343	0.800356	0.810331
d11_1001_fmt	d15_972_1	6	0.969129	-0.101957	0.954503	0.95039	0.958616
d11_1002_fmt	d15_972_1	7	0.974488	-0.007005	0.98109	0.979412	0.982767
d12_1001_fmt	d15_972_1	5	0.968018	-0.146718	0.967433	0.964636	0.970229
d12_1002_fmt	d15_972_1	6	0.970414	-0.080376	0.976313	0.97435	0.978276
d12_1006_1	d15_972_1	8	0.719687	0.777984	0.882235	0.878494	0.885976
d12_1006_2	d15_972_1	7	0.854373	0.752988	0.953439	0.951525	0.955352
d12_1006_3	d15_972_1	9	0.85957	0.827891	0.941394	0.93885	0.943938
d12_1006_4	d15_972_1	6	0.880446	0.759677	0.96743	0.966047	0.968812
d12_1006_5	d15_972_1	9	0.824711	0.809053	0.94473	0.942779	0.946681
d12_1007_1	d15_972_1	5	0.881236	0.611285	0.90647	0.902105	0.910834
d12_1007_2	d15_972_1	7	0.797691	0.672644	0.861749	0.856708	0.86679
d12_1007_3	d15_972_1	18	0.992397	-1.188037	0.995177	0.994328	0.996027
d12_1007_4	d15_972_1	8	0.863808	0.491023	0.915474	0.911917	0.919032
d12_1007_5	d15_972_1	8	0.836742	0.611105	0.934192	0.931605	0.93678
d12_1008_1	d15_972_1	9	0.780584	0.728627	0.938611	0.936468	0.940753
d12_1008_2	d15_972_1	7	0.80807	0.771842	0.932573	0.930032	0.935114
d12_1008_3	d15_972_1	6	0.812502	0.765522	0.942791	0.940634	0.944948
d12_1008_4	d15_972_1	5	0.802953	0.728341	0.935638	0.933215	0.938061
d12_1008_5	d15_972_1	8	0.717431	0.790541	0.906201	0.903134	0.909268
d12_1009_1	d15_972_1	9	0.777951	0.796627	0.938846	0.936739	0.940952
d12_1009_2	d15_972_1	8	0.772358	0.722278	0.91138	0.908277	0.914484
d12_1009_4	d15_972_1	9	0.745179	0.771672	0.86848	0.863943	0.873017
d12_1009_5	d15_972_1	6	0.790903	0.790614	0.887482	0.883124	0.891839
d12_1010_2	d15_972_1	6	0.901765	0.586885	0.950048	0.947637	0.95246
d12_1010_3	d15_972_1	8	0.904795	0.593535	0.932298	0.928981	0.935614
d12_1010_4	d15_972_1	6	0.891807	0.635579	0.964932	0.96338	0.966484
d12_1010_5	d15_972_1	6	0.914413	0.605394	0.968332	0.966749	0.969916
d12_1015_1	d15_972_1	6	0.865766	0.647968	0.916924	0.913434	0.920415
d12_1015_2	d15_972_1	6	0.863025	0.623486	0.904052	0.900067	0.908036
d12_1015_3	d15_972_1	7	0.89955	0.550949	0.926001	0.922455	0.929547
d12_1015_4	d15_972_1	4	0.873327	0.759612	0.964939	0.96337	0.966508
d12_1015_5	d15_972_1	4	0.896763	0.629593	0.944042	0.941464	0.94662
d12_972_1	d15_972_1	15	0.575718	0.821563	0.663842	0.656174	0.67151
d12_972_2	d15_972_1	13	0.551944	0.83385	0.62978	0.621672	0.637889
d12_972_3	d15_972_1	17	0.502254	0.791286	0.565485	0.556281	0.574688
d0_972_1	d15_972_2	12	0.73683	0.765638	0.718838	0.711886	0.72579
d0_972_2	d15_972_2	11	0.70506	0.784551	0.718732	0.711777	0.725688
d0_972_3	d15_972_2	12	0.725153	0.784587	0.718867	0.711917	0.725817
d10_1006_1	d15_972_2	11	0.701978	0.766043	0.901195	0.898114	0.904276
d10_1006_2	d15_972_2	7	0.758145	0.797115	0.900709	0.896992	0.904425
d10_1006_3	d15_972_2	6	0.615013	0.75354	0.816201	0.81059	0.821812
d10_1007_1	d15_972_2	5	0.77037	0.772289	0.902914	0.899222	0.906606
d10_1007_2	d15_972_2	11	0.830979	0.66106	0.96618	0.96509	0.96727
d10_1007_3	d15_972_2	13	0.72712	0.765863	0.910327	0.907541	0.913113
d10_1008_1	d15_972_2	6	0.570391	0.747391	0.742654	0.735634	0.749674
d10_1008_3	d15_972_2	10	0.810962	0.759691	0.948277	0.946536	0.950017
d10_1009_1	d15_972_2	6	0.80688	0.710001	0.918565	0.91522	0.92191
d10_1009_2	d15_972_2	9	0.824271	0.759726	0.96208	0.960776	0.963383
d10_1009_4	d15_972_2	9	0.865603	0.753309	0.971986	0.970938	0.973034
d10_1010_2	d15_972_2	6	0.854651	0.734757	0.944888	0.942547	0.947228
d10_1010_3	d15_972_2	9	0.814247	0.722628	0.947988	0.946229	0.949747
d10_1010_4	d15_972_2	11	0.797241	0.802918	0.943234	0.941283	0.945186
d10_1015_1	d15_972_2	8	0.70312	0.691501	0.891238	0.887558	0.894919
d10_1015_2	d15_972_2	9	0.78442	0.654818	0.940913	0.938838	0.942987
d10_1015_3	d15_972_2	8	0.766121	0.72236	0.946214	0.944492	0.947937
d10_972_1	d15_972_2	13	0.673073	0.815783	0.718363	0.7114	0.725325
d10_972_2	d15_972_2	16	0.679807	0.883661	0.71873	0.711776	0.725685
d10_972_3	d15_972_2	9	0.687215	0.747434	0.718346	0.711379	0.725313
d11_1001_fmt	d15_972_2	8	0.963986	-0.095842	0.947735	0.943285	0.952184
d11_1002_fmt	d15_972_2	10	0.970391	0.011222	0.972814	0.970432	0.975196
d12_1001_fmt	d15_972_2	8	0.963041	-0.128638	0.959617	0.956388	0.962847
d12_1002_fmt	d15_972_2	8	0.965595	-0.074358	0.965745	0.962936	0.968554
d12_1006_1	d15_972_2	6	0.690103	0.735017	0.856923	0.852536	0.86131
d12_1006_2	d15_972_2	6	0.838438	0.722421	0.943355	0.941131	0.945578
d12_1006_3	d15_972_2	7	0.842929	0.784913	0.931067	0.928212	0.933922
d12_1006_4	d15_972_2	7	0.868371	0.753488	0.960583	0.958993	0.962173
d12_1006_5	d15_972_2	7	0.808124	0.766152	0.936085	0.933933	0.938238
d12_1007_1	d15_972_2	9	0.865215	0.642241	0.881518	0.876289	0.886747
d12_1007_2	d15_972_2	10	0.770783	0.691277	0.807532	0.800829	0.814235
d12_1007_3	d15_972_2	21	0.990994	-1.172034	0.99331	0.992188	0.994432
d12_1007_4	d15_972_2	12	0.847339	0.522024	0.890584	0.886213	0.894956
d12_1007_5	d15_972_2	11	0.818008	0.629753	0.906275	0.90265	0.9099
d12_1008_1	d15_972_2	9	0.759087	0.710075	0.91501	0.912115	0.917906
d12_1008_2	d15_972_2	7	0.786614	0.7534	0.909493	0.906175	0.912811
d12_1008_3	d15_972_2	6	0.792017	0.747269	0.919259	0.916258	0.92226
