taxon	dn7_972_1	dn7_972_2	dn7_972_3	dn7_982_2	dn7_982_3	dn7_986_1	dn7_986_2	dn2_972_1	dn2_972_2	dn2_972_3	d0_972_1	d0_972_2	d0_972_3	d1_972_1	d1_972_2	d1_1006_1	d1_1006_2	d1_1006_3	d1_1007_1	d1_1007_2	d1_1007_3	d1_1010_1	d1_1010_2	d1_1010_3	d1_1008_1	d1_1008_2	d1_1008_3	d1_1009_1	d1_1009_2	d1_1009_3	d1_1015_1	d1_1015_2	d1_1015_3	d4_972_1	d4_972_2	d4_972_3	d4_982_2	d4_982_3	d4_986_1	d4_986_2	d7_972_1	d7_972_2	d10_972_1	d10_972_2	d10_972_3	d10_1006_1	d10_1006_2	d10_1006_3	d10_1007_1	d10_1007_2	d10_1007_3	d10_1010_2	d10_1010_3	d10_1010_4	d10_1008_1	d10_1008_3	d10_1009_1	d10_1009_2	d10_1009_4	d10_1015_1	d10_1015_2	d10_1015_3	d11_1001_fmt	d11_1002_fmt	d12_972_1	d12_972_2	d12_972_3	d12_1006_1	d12_1006_2	d12_1006_3	d12_1006_4	d12_1006_5	d12_1001_fmt	d12_1002_fmt	d12_1007_1	d12_1007_2	d12_1007_3	d12_1007_4	d12_1007_5	d12_1010_2	d12_1010_3	d12_1010_4	d12_1010_5	d12_1008_1	d12_1008_2	d12_1008_3	d12_1008_4	d12_1008_5	d12_1009_1	d12_1009_2	d12_1009_4	d12_1009_5	d12_1015_1	d12_1015_2	d12_1015_3	d12_1015_4	d12_1015_5	d15_972_1	d15_972_2	d15_972_3	d16_972_1_colon	d16_972_3_colon	d16_1006_1	d16_1006_2	d16_1006_4	d16_1006_5	d16_1007_1	d16_1007_3	d16_1007_5	d16_1010_3	d16_1010_4	d16_1010_5	d16_1008_1	d16_1008_2	d16_1008_3_cecal	d16_1008_4	d16_1008_5	d16_1009_1	d16_1009_2	d16_1009_4	d16_1009_5	d16_1015_1	d16_1015_3	d16_1015_4	d16_1015_5	d19_1006_1	d19_1006_2	d19_1006_3	d19_1006_4	d19_1006_5	d19_1007_1	d19_1007_2	d19_1007_3	d19_1007_5	d19_1010_3	d19_1010_4	d19_1010_5	d19_1008_1	d19_1008_2	d19_1008_3	d19_1008_4	d19_1009_1	d19_1009_2	d19_1009_4	d19_1009_5	d19_1015_1	d19_1015_3	d19_1015_4	d19_1015_5	d22_1006_1	d22_1006_2	d22_1006_3	d22_1007_1	d22_1007_2	d22_1007_3	d22_1007_5	d22_1010_3	d22_1010_4	d22_1010_5	d22_1008_1	d22_1008_2	d22_1008_4	d22_1008_5	d22_1009_1	d22_1009_2	d22_1009_4	d22_1009_5	d22_1015_1	d22_1015_3	d22_1015_4	d22_1015_5	d27_1006_3	d27_1006_4	d27_1006_5	d27_1007_1	d27_1007_2	d27_1007_3	d27_1007_5	d27_1010_3	d27_1010_4	d27_1010_5	d27_1008_1	d27_1008_2	d27_1008_4	d27_1008_5	d27_1009_1	d27_1009_2	d27_1009_4	d27_1009_5	d27_1015_1	d27_1015_3	d27_1015_4	d27_1015_5	d33_1006_1	d33_1006_2	d33_1006_3	d33_1006_4	d33_1006_5	d33_1007_1	d33_1007_2	d33_1007_3	d33_1007_5	d33_1010_3	d33_1010_4	d33_1010_5	d33_1008_1	d33_1008_2	d33_1008_4	d33_1008_5	d33_1009_1	d33_1009_2	d33_1009_4	d33_1009_5	d33_1015_1	d33_1015_3	d33_1015_4	d33_1015_5	d36_1006_1	d36_1006_2	d36_1006_3	d36_1006_4	d36_1006_5	d36_1007_1	d36_1007_2	d36_1007_3	d36_1007_5	d36_1010_3	d36_1010_4	d36_1010_5	d36_1008_1	d36_1008_2	d36_1008_4	d36_1008_5	d36_1009_1	d36_1009_2	d36_1009_4	d36_1009_5	d36_1015_1	d36_1015_3	d36_1015_4	d36_1015_5	d37_1006_1	d37_1006_2	d37_1006_3	d37_1006_4	d37_1006_5	d37_1007_1	d37_1007_2	d37_1007_3	d37_1007_5	d37_1010_3	d37_1010_4	d37_1010_5	d37_1008_1	d37_1008_2	d37_1008_4	d37_1008_5	d37_1009_1	d37_1009_2	d37_1009_4	d37_1009_5	d37_1015_1	d37_1015_3	d37_1015_4	d37_1015_5	d42_1006_1	d42_1006_2	d42_1006_3	d42_1006_4	d42_1006_5	d42_1007_2	d42_1007_3	d42_1007_1_col	d42_1010_3	d42_1010_4	d42_1010_5	d42_1008_1	d42_1008_2	d42_1008_4	d42_1008_5	d42_1009_1	d42_1009_2	d42_1009_4	d42_1009_5	d42_1015_1	d42_1015_3	d42_1015_4	d42_1015_5
unclassified_Porphyromonadaceae	56.47197494	49.77522403	57.99643585	41.88653045	48.22775801	47.37790888	27.47334827	0.023227904	0.006098305	0.013900956	0.002531261	0.0061529	0.008184199	0.00339075	0.013660736	0	0	0	0.038975304	0.049726504	0.003399164	0	0	0	0	0.003409246	0	0.004393866	0	0	0	0.231244958	0	0.024187139	0	0	0.010729038	0	0.011044842	0	0	0.007793827	0	0	0	0.006105192	0	0.02140411	0	0	0	0.004608932	0.008705304	0	0.014211611	0	0.018737118	0.002233688	0	0.05588033	1.358610781	0.008825736	25.83064264	34.06311963	0	0	0.003566843	0.003953663	0.025560194	0.005174912	0.021610719	0.019372336	40.24675933	36.80695897	22.88485484	19.39512195	1.046008008	25.48942061	16.42685307	19.26839643	24.20192647	7.947177917	10.83012893	0.030284676	0.026642984	0.012478682	0.051172311	0.034732942	0.01383078	0.02989409	0.056500077	0.048608579	20.74284649	34.41453764	29.990569	0.030476964	20.60663182	0	0.023086691	0.013975752	0	0.00310347	0.030497103	0.011811489	0.055598323	0.155721828	44.38692098	46.90645108	27.40472849	28.18761384	23.18700615	31.05250062	16.84136967	8.332446525	16.99690838	13.20714889	9.631037966	9.4817618	14.4049904	17.74163626	14.24476078	30.41302688	12.52381777	21.46043074	29.75966668	0.02839987	0.009218289	0.043252595	0.013368984	0.183310752	38.65310078	45.33791523	39.81564642	42.90091524	42.40760578	23.91903349	44.14885842	39.56754216	40.8872223	46.93571346	54.23400129	26.09404097	35.29817304	44.68175574	30.02596054	50.33607682	40.62793317	48.74655778	44.14554961	0.012930756	0.023529838	0.108236592	34.71760797	51.71754294	55.17802224	54.57460044	49.31291391	37.41856243	43.52423619	54.77687419	38.62933947	49.61164684	44.77399876	41.32028087	38.66579249	48.82050143	38.80855569	47.05847468	45.48350881	31.49963424	35.18632752	0.003313782	0.002468526	0.127705766	55.42420556	46.2109575	60.53289399	62.70880749	61.86699858	56.55842721	56.83253032	64.3010327	45.25879747	50.50945453	57.9269103	53.66583194	43.88943302	51.10268893	50.19371313	52.36290598	49.66514867	42.92210063	56.42146431	0.016855448	0.011358473	0.16832393	0.079714477	19.381615	41.85560016	42.98373746	42.44878323	43.64813657	29.94912251	37.44508118	48.7788685	46.25455216	53.3094507	51.40589095	41.7082966	44.70280775	55.16211451	36.74257947	46.73209549	47.18916087	51.37320176	28.25112108	43.61247947	0.025937646	0.004706547	0.014234369	0.007845393	0.005924346	0.24765885	0.371991968	0.103832576	0.16749199	1.159062885	1.278253237	0.298866636	0.260282886	0.163616792	0.38479587	0.460888491	0.353921188	0.330050023	0.068744271	0.282700131	0.222306566	0.145380142	0.252225519	0.162601626	0.014387195	0.032115985	0.095400794	0.029812924	0.040732222	0.031354515	0.123550656	0.057559478	0.435255713	28.22375344	9.647837391	6.107467095	18.8505588	2.587863386	3.327078156	1.347102241	1.043773768	0.022035446	4.109155375	0.611703935	0.099431818	0.224396704	0.187542397	0.098181675	0.006806734	0.009502316	0.003900308	0.004386446	0.002221531	22.51123677	22.83991049	22.65085029	46.4511264	43.24160791	33.89206868	48.71453665	43.79663828	49.06807667	42.06307413	48.58156028	40.03492364	38.20347902	38.37225322	45.86291707	29.32533272	36.64075129	45.83478564
Bacteroides	4.361177456	7.487570336	9.279531568	8.877206903	17.63701068	8.718452966	4.08093977	0.003871317	0.003049152	0.006950478	0.015187566	0.015382249	0.008184199	0.04407975	0.023906287	0.013104013	0.007897335	0	0	0.003825116	0	0.036029045	0.025881257	0.010888502	0.022910382	0.017046229	0.007120225	0.026363197	0.013992864	0.015254754	0.018075991	0.053777897	0	0.031097751	0.016812939	0.012596045	0.026822595	0.033344448	0.022089684	0.094594595	0.012712942	0.012989712	0.022373867	0.007172058	0.017159134	0.018315577	0.011249859	0.026755137	0.011253657	0.028737008	0.032237266	0.013826796	0.01088163	0.005200614	0	0.012986451	0.074948473	0.006701065	0.016394211	0.047283356	0.099943782	0.006619302	16.40454119	14.6397885	0.019149751	0.010402219	0.028534741	0.011860989	0.021300162	0.031049472	0.014407146	0.009686168	11.54146494	8.997451894	3.394717871	2.380487805	18.3378279	2.110935337	0.086242113	0.590765159	0.080689899	0.147169961	2.791223705	0.047109496	0.004440497	0.049914729	0.018608113	0.007718432	0.010373085	0.025623505	0.015409112	0.018228217	0.088545065	0.503150799	3.609975899	0.020317976	0.184217291	0.022295834	0.042325599	0	0	0.006206939	0.012198841	0.011811489	0.012830382	0.041779027	26.26021798	19.17175384	30.60563532	19.31921676	15.70676032	19.74786431	31.83088749	17.63860807	24.14277684	39.95215311	41.0670786	34.75244402	47.68714012	46.36695319	36.62514828	18.76855229	41.99722848	17.53536383	32.87434582	0.012171373	0.009218289	0.010813149	0.086898396	0.091655376	21.47286822	22.96105384	19.10659419	19.87266216	25.6695233	28.72509538	26.11161458	25.67718432	27.51521155	13.80371639	16.88130874	32.53724395	26.7034356	25.24367109	23.06074766	20.37037037	26.31875352	22.42901909	18.47198212	0.019396134	0.02171985	0.02758972	8.628645257	14.02910073	10.4713745	15.23590774	11.12168874	7.716543843	12.09185939	9.991115971	10.92683102	15.63918802	10.05683332	27.48193327	15.36906518	13.8651261	23.94196762	11.87878069	19.70142913	15.45476713	13.2951123	0.026510256	0.009874105	0.046825448	11.04226851	5.237363763	4.755141461	10.13011552	9.416785206	6.732935719	8.128426649	7.284964862	6.841112296	5.222501303	9.136212625	11.25834725	5.196430515	4.498970824	8.968037334	8.435972259	9.489686579	7.045420477	5.912463335	0.023597627	0.005679237	0.071693526	0.052539087	12.06414871	12.8851699	16.10672899	14.23645913	11.33880284	9.506659807	12.62655205	10.32389624	12.42336237	13.47321733	6.663881345	9.863845626	10.12195939	10.32063047	10.51460687	7.708222812	16.42588018	5.641421947	12.28490979	11.16115412	0.005187529	0.004706547	0.014234369	0.015690787	0.026659557	0.119959755	0.233729466	0.053069983	0.101951646	0.073982737	0.043888523	0.01552554	0.058221172	0.124865447	0.028155795	0.076814748	0.051793345	0.082512506	0.045829514	0.055161001	0.070487448	0.016153349	0.059347181	0.036133695	0.014387195	0.02064599	0.079870432	0.044719386	0.014376078	0.010451505	0.275613001	3.960092095	0.079137402	4.246291708	3.729614748	0.01303158	15.48389329	0.061984752	0.192727088	0	0.860371659	0.003147921	5.4324427	0.275266771	0.124289773	33.1481754	0.003990264	0.047127204	0.013613468	0.02375579	0.001950154	0.030705121	0.006664593	28.91402059	35.83592599	39.22589771	16.86775379	16.57371356	13.80679827	21.5681056	21.75322228	13.04031725	18.59458194	17.79698582	16.55025453	7.213857623	10.05373011	25.43505499	26.53281022	31.30628897	16.3035901
Barnesiella	3.753218152	5.897764149	3.877291242	1.567149375	3.138790036	4.957391019	2.695728933	0.003871317	0	0	0.002531261	0	0	0.00339075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537779	0	0	0	0	0	0.022229632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084327566	0	2.43724612	3.403833443	0	0	0	0	0	0	0.003601786	0	3.326565672	3.18073983	0.976472901	1.899186992	0.03268775	1.858809571	0.208796696	1.625785718	0.852287054	0.155125094	0.122144311	0.023554748	0	0	0.004652028	0	0	0.004270584	0.005136371	0	3.565103924	1.807434908	2.860735618	0	4.806786051	0	0	0.003493938	0	0	0	0	0.004276794	0.015192373	9.455040872	6.929549579	8.377415524	4.895264117	2.906057946	4.876835034	6.41509434	6.353091412	1.517706577	2.793414016	6.458320955	3.006412278	5.614203455	5.120277039	2.718465797	11.36460012	4.694266413	8.589269785	10.68543265	0	0	0	0.013368984	0.035865147	6.850775194	8.241695304	6.187662491	3.454038997	8.931440814	5.320050869	8.735054229	8.819554615	9.876892599	13.19201323	12.62990403	4.273743017	7.491669539	6.600379407	6.632917965	8.799725652	8.165947062	7.439939227	6.670320867	0.002155126	0	0.014856003	3.349944629	8.081452036	5.018334516	6.335534501	6.605960265	7.433514899	5.573717561	5.29966514	4.58384245	9.080334697	5.998579167	5.238070832	11.00912419	9.221197645	7.776147054	4.898588542	7.027338653	4.135576689	5.925468994	0	0	0	3.189143987	3.134372028	2.641745256	4.813844634	5.227596017	3.74199249	4.481641469	3.701870731	2.952998113	3.980853988	6.119601329	4.12493044	6.306453368	4.351945633	5.639693581	4.354416948	4.671175998	2.523359816	5.268303905	0.00337109	0	0.012468439	0.003623385	3.451888465	2.900435348	5.667543091	3.05095618	3.815165005	4.00160064	2.225405922	4.936690852	3.208408242	4.254520641	3.242114059	3.222646684	6.905447966	7.290654576	5.105087524	9.538461538	4.426479028	7.567471169	2.701011576	5.01993901	0	0	0	0	0.002962173	0.015478678	0.029627679	0.013844343	0.00485484	0.036991369	0.027430327	0.019406924	0.003424775	0.00861141	0.004692633	0.025604916	0.025896672	0.025785158	0.009165903	0.010342688	0.005422111	0	0	0.009033424	0.003596799	0.002293999	0.037716593	0	0.007188039	0.002612876	0.003167966	0	0.029676526	0	0	0	0.010380264	0	0.002535883	0	0.018879629	0	0	0	0	0.003678634	0	0	0	0.002375579	0	0	0	0	0	0.006429421	3.365067396	4.143428391	3.673636257	0	0.00376875	0.019828156	0.029255164	2.548758865	4.35953593	1.95512352	2.996486877	1.573158847	1.477036695	0.715880225	2.736144998
Alistipes	2.652067372	2.986096639	3.154276986	5.951200159	2.035587189	6.366764995	10.48414477	0.003871317	0	0.003475239	0	0	0	0.00339075	0	0	0.003948667	0	0	0.003825116	0.006798328	0	0	0	0	0	0	0	0	0	0	0.010755579	0.004897399	0.006910611	0	0	0.005364519	0	0.011044842	0.013513514	0	0.002597942	0	0	0.006863654	0.006105192	0	0	0	0	0	0	0.002176326	0	0.007105805	0	0	0	0.00234203	0.004298487	0.006246486	0.002206434	20.03957921	5.791473893	0	0	0.042802112	0	0.004260032	0	0	0	13.89192566	8.795360689	0	0	1.707934951	0.004943642	0	0.004726121	0.005043119	0	0.004523863	0	0	0	0	0	0	0	0.005136371	0	0.004660267	0.029309755	0.02095777	0.005079494	0	0.006370238	0.003847782	0	0	0	0	0	0	0.003798093	0.143051771	0.725952813	0	0.091074681	3.757682177	1.318736004	0.027952481	0.005320847	0.407532322	0	0	0.115631241	0	0.030919547	0	0.01696209	0.025983024	0.019115586	0.030486256	0	0	0	0	0.007970033	1.516472868	0	1.214842827	0.159172304	0.20085699	0.773632895	0.2017131	0.164522005	0.07075138	0.269303274	0.313261399	0.10707635	0.16086407	0.784980703	0.028556594	0.185185185	0.20180214	0.094957744	0.160222625	0	0.001809988	0.002122286	3.649870801	0.026250656	0.484977525	0.808689827	0.169701987	1.393784044	0.104936029	0.136677373	0.46718896	0.435255713	0.994583074	0.702168008	0.016390756	0.196274488	0.178042971	0.183845333	0.403556149	0.243842965	0.094343046	0	0	0.008513718	2.748213471	1.163045864	1.846381093	1.20668184	0.857041252	1.382814226	1.399734175	0.148470751	0.114838816	0.161129804	0.49833887	0.41736227	0.136032212	1.133727579	0.220128555	1.091446546	0.927538173	0.684555039	0.178294128	0	0.002839618	0.021819769	0.003623385	0.128942137	6.807259569	1.923264193	4.197570461	3.26698797	5.219230549	3.978032474	2.769478826	2.811966994	0.539065165	0.112805515	2.042315604	2.442538364	0.611752852	2.46472689	0.806366048	0.833395713	2.484841279	2.774011889	2.763312221	0	0	0	0.002615131	0	0.042566365	0.092175001	0.04153303	0.053403243	0.065762433	0.032916392	0.073746313	0.068495496	0.021528525	0.140778977	0.06401229	0.133799473	0.077355474	0.013748854	0.017237813	0.010844223	0.048460047	0.133531157	0.009033424	0	0	0	0.007453231	0	0.007838629	0	0	0.019784351	0	0.004727015	0.00868772	0.003460088	0	0.032966476	0	0	0.003147921	0	0.010195066	0.007102273	0	0	0.007854534	0	0.002375579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017757784	0	0	0	1.12316332	0.015395274	0.008713838
unclassified_Bacteroidetes	2.245727225	1.798207747	1.738798371	0.466177346	0.87544484	1.098000656	0.488897943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003818397	0	0	0	0	0	0	0.00537779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005626829	0	0	0	0	0	0	0	0	0	0	0.012895461	0.024985945	0	0.312467451	0.801387971	0	0	0	0	0.004260032	0	0	0	0.780883961	0.852297689	1.710465955	1.645528455	1.332025823	1.191417837	0.644546321	0.959402618	0.539613697	0.0119327	0.085953404	0	0	0	0	0.003859216	0	0	0	0	0.424084258	0.180743491	0.10478885	0	0.038557107	0	0	0	0	0	0.00304971	0	0	0	0.020435967	1.080679756	0.334664795	0.318761384	0.175592625	0.240524177	0.552061495	0.154304565	0.231871838	0.204052913	0.12476977	0.094607379	0.163147793	0.241172469	0.118623962	0.118734628	0.329118309	0.369567988	0.015243128	0	0	0	0	0	0.213178295	0.418098511	0.510517608	0.326303223	0.060257097	0.010597711	0.292337826	0.423056584	0.191028725	0.850228908	0.48729551	0.027932961	0.275766977	0.366324328	0.353063344	0.144032922	0.009386146	0.189915488	0.054813003	0	0	0.006366858	1.125876707	1.616290407	1.626449018	1.775289501	1.10513245	0.550037381	1.561932437	2.333766145	1.060159563	1.444598702	1.51851523	0.353646661	0.655630225	0.466614821	0.543752857	1.138654964	0.339836757	0.565715679	0.780144417	0	0	0.004256859	2.033601946	1.569014703	2.249744347	2.602310302	2.158605974	0.971946101	1.624023924	3.329044178	3.260602084	2.871901806	2.890365449	0.782554257	1.463706606	0.679583102	0.92013736	2.30416493	1.04808465	1.464048369	1.690918502	0	0	0.00623422	0.001811693	0.236393918	1.53785266	1.494790145	1.591628914	1.08899599	0.966100726	0.70678128	1.517522644	1.728668234	2.378027977	2.364737832	1.621118621	0.881190109	1.299075174	0.629354253	0.965517241	1.297502308	1.028415171	0.761288977	1.327703495	0	0	0	0.002615131	0	0.00386967	0.003291964	0	0.00242742	0	0	0	0.003424775	0.00861141	0	0.006401229	0	0.005157032	0	0	0	0	0	0	0	0	0.006655869	0	0	0	0	0.003837299	0.014838263	0	0	0	0	0.006198475	0	0	0.00539418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509001791	0.431442702	0.449713818	0.00532283	0.00376875	0	0.005851033	1.57358156	1.846809518	1.052477708	1.684232279	0.004640587	0.007692899	0.007697637	0.03485535
Hydrotalea	0	0	0.002545825	0	0.014234875	0.008194035	0	1.354961093	11.01048908	18.66550825	0.02278135	0.015382249	0.013640332	0.013563	0.034151839	0.029484029	0.035538006	0.042471862	0.042518513	0.022950694	0.037390802	0.01662879	0.025881257	0.032665505	0.015273588	0.034092459	0.017800562	0.035150929	0.027985727	0.030509509	0.032536785	0.010755579	0.029384397	0.024187139	0.030263291	0.041986816	0.101925862	0.033344448	0.022089684	0.027027027	0.006356471	0.018185597	0.033560801	0.017930144	0.013727307	0.015262981	0.016874789	0.037457192	0.028134144	0.004789501	0.008059317	0.018435728	0.006528978	0.005200614	0.014211611	0	0.006245706	0.011168442	0	0.021492435	0.00936973	0.002206434	0.020831163	0.016523463	0.061279203	0.006934813	0.039235269	0.011860989	0.004260032	0.005174912	0	0.003228723	0.023426519	0.035146296	0.006553509	0.01300813	0.008171938	0.004943642	0.004539059	0.004726121	0.020172475	0.003977567	0	0.020189784	0.008880995	0.020797804	0.018608113	0.023155295	0.027661561	0.02989409	0.015409112	0.012152145	0.004660267	0.004884959	0.005239443	0	0	0.003185119	0.015391127	0.03493938	0.032914587	0.031034697	0.018298262	0.035434466	0.085535882	0.015192373	0.006811989	0.008249464	0.010795639	0.011384335	0.008779631	0	0.027952481	0.005320847	0.007026419	0.014072615	0.017824253	0	0.009596929	0	0.00988533	0.01696209	0.008661008	0.025487447	0.005081043	0.016228497	0.004609145	0.016219723	0.040106952	0.007970033	0	0	0.00945403	0	0.013390466	0.037091988	0	0.023503144	0	0	0	0.009310987	0.011490291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003313782	0	0.002128429	0.011403375	0	0	0	0	0	0	0	0	0.009478224	0.013289037	0	0	0	0	0	0.003348513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010375058	0	0.003558592	0.002615131	0.008886519	0.00386967	0.009875893	0.004614781	0.00485484	0.004110152	0.027430327	0.023288309	0.003424775	0.021528525	0	0	0	0.015471095	0.018331806	0.003447563	0.021688445	0.037691148	0	0.036133695	0	0	0	0.014906462	0.002396013	0	0	0	0.019784351	0.010182954	0.014181045	0.01303158	0	0	0.015215296	0.019859001	0	0.006295842	0.015828796	0.020390131	0.014204545	0.007357269	0.011970791	0.035345403	0.009075646	0.004751158	0.007800616	0.030705121	0.022215311	0.002899812	0.002729109	0.006429421	0	0	0	0	0	0	0.011702065	0	0	0	0	0	0.007692899	0.02309291	0.008713838
other_bacteroidetes	4.897794597	4.784304386	4.895621182	6.417377505	2.925266904	7.472959686	10.97304271	1.35883241	11.01048908	18.66898349	0.02278135	0.015382249	0.013640332	0.01695375	0.034151839	0.029484029	0.039486673	0.042471862	0.042518513	0.02677581	0.04418913	0.01662879	0.025881257	0.032665505	0.019091985	0.034092459	0.017800562	0.035150929	0.027985727	0.030509509	0.032536785	0.026888948	0.034281796	0.03109775	0.030263291	0.041986816	0.107290381	0.033344448	0.033134526	0.040540541	0.006356471	0.020783539	0.033560801	0.017930144	0.020590961	0.021368173	0.016874789	0.037457192	0.033760973	0.004789501	0.008059317	0.018435728	0.008705304	0.005200614	0.021317416	0	0.006245706	0.011168442	0.00234203	0.038686383	0.040602161	0.004412868	20.37287782	6.609385327	0.061279203	0.006934813	0.082037381	0.011860989	0.012780096	0.005174912	0	0.003228723	14.69623614	9.682804674	1.717019464	1.658536585	3.048132712	1.201305121	0.64908538	0.96885486	0.564829291	0.015910267	0.090477267	0.020189784	0.008880995	0.020797804	0.018608113	0.027014511	0.027661561	0.02989409	0.020545483	0.012152145	0.433404792	0.214938205	0.130986063	0.005079494	0.038557107	0.009555357	0.019238909	0.03493938	0.032914587	0.031034697	0.021347972	0.035434466	0.085535882	0.018990466	0.170299727	1.814882033	0.345460434	0.4212204	3.942054433	1.559260181	0.607966457	0.164946259	0.646430579	0.218125528	0.142594023	0.21023862	0.172744722	0.272092016	0.128509292	0.152658808	0.363762341	0.414171021	0.050810427	0.016228497	0.004609145	0.016219723	0.040106952	0.015940066	1.729651163	0.418098511	1.734814465	0.485475527	0.274504553	0.821322594	0.494050926	0.611081733	0.261780105	1.119532182	0.800556909	0.144320298	0.448121338	1.151305031	0.381619938	0.329218107	0.211188286	0.284873232	0.215035628	0	0.001809988	0.008489144	4.775747508	1.642541063	2.111426543	2.583979328	1.274834437	1.943821425	1.666868466	2.470443518	1.527348523	1.879854415	2.513098304	1.055814669	0.672020981	0.662889309	0.721795828	1.322500297	0.743392906	0.809558644	0.874487463	0.003313782	0	0.014899006	4.793218792	2.732060567	4.09612544	3.808992142	3.015647226	2.354760327	3.023758099	3.477514929	3.3754409	3.042509834	3.401993356	1.199916527	1.599738818	1.813310681	1.140265915	3.395611476	1.978971336	2.148603408	1.86921263	0	0.002839618	0.028053989	0.005435078	0.365336055	8.345112229	3.418054338	5.789199375	4.35598396	6.185331275	4.684813754	4.28700147	4.540635228	2.917093142	2.477543347	3.663434225	3.323728473	1.910828026	3.094081143	1.771883289	2.130898021	3.51325645	3.535300866	4.091015716	0.010375058	0	0.003558592	0.007845393	0.008886519	0.050305705	0.105342858	0.046147811	0.060685503	0.069872585	0.060346719	0.097034622	0.075345046	0.05166846	0.140778977	0.070413519	0.133799473	0.097983601	0.03208066	0.020685376	0.032532668	0.086151195	0.133531157	0.045167119	0	0	0.006655869	0.022359693	0.002396013	0.007838629	0	0.003837299	0.054406965	0.010182954	0.01890806	0.0217193	0.003460088	0.006198475	0.048181772	0.019859001	0.00539418	0.009443763	0.015828796	0.030585197	0.021306818	0.007357269	0.011970791	0.043199937	0.009075646	0.007126737	0.007800616	0.030705121	0.022215311	0.002899812	0.002729109	0.006429421	0.509001791	0.431442702	0.449713818	0.00532283	0.00376875	0	0.017553098	1.57358156	1.864567302	1.052477708	1.684232279	0.004640587	1.138549118	0.046185821	0.052283026
